,assists,games,goals,id,key_passes,npg,npxG,player_name,position,red_cards,shots,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
34,1,21,5,7136,22,5,4.1971680149436,Arnór Sigurdsson,F M S,0,31,CSKA Moscow,1260,2.3041115887463093,4.1971680149436,5.585128492675722,10.936297065578401,3
35,4,20,4,2708,38,3,2.4134916104376316,Manuel Fernandes,M S,0,51,Lokomotiv Moscow,1551,4.452897951006889,3.9220408238470554,1.4563038488849998,5.132365006953478,1
36,8,30,4,2928,63,2,2.4343784134835005,Joãozinho,F M S,0,59,Dinamo Moscow,2524,5.625902784988284,3.942929057404399,4.848272445145994,9.813591118901968,2
37,0,21,4,3016,10,3,1.6864984799176455,Sergei Kornilenko,F S,1,19,Krylya Sovetov Samara,1013,0.5914517911151052,2.440764470025897,0.24416056368499994,2.2137654423713684,4
38,4,30,4,3035,41,4,4.259437848813832,Evgeni Lutsenko,F S,0,60,Dinamo Moscow,2158,4.76438251696527,5.013713170774281,2.7124563991092145,9.557207294274122,3
39,1,18,4,3087,13,2,3.804351221770048,Ramil Sheydaev,F M S,1,22,Krylya Sovetov Samara,970,1.6109021231532097,5.312901806086302,1.4366282592527568,5.507348319515586,2
40,0,13,4,5385,3,4,2.7910229824483395,Mikhail Kostyukov,F M S,0,22,FC Yenisey Krasnoyarsk,660,0.44494786858558655,2.7910229824483395,0.06996302492916584,3.2338882572948933,2
41,1,22,4,5397,13,3,2.34535950422287,Alexander Sobolev,F M S,0,31,"FC Yenisey Krasnoyarsk,Krylya Sovetov Samara",1194,0.7592827547341585,3.099634826183319,0.89585782866925,3.6893998812884092,4
42,7,17,4,5930,27,4,3.121742572635412,Ravanelli,F M S,0,51,FK Akhmat,1334,2.325155407190323,3.121742572635412,1.4326364677399397,5.149171693250537,3
43,1,25,4,6275,14,4,3.1713277269154787,Evans Kangwa,F M S,0,20,Arsenal Tula,1334,0.7031704224646091,3.1713277269154787,1.2703359359875321,4.946795620955527,0
44,2,23,4,6807,12,4,2.2667808420956135,Jaka Bijol,F M S,0,23,CSKA Moscow,1062,1.1426140516996384,2.2667808420956135,2.3065840331837535,5.190891277976334,4
45,1,23,4,7121,19,4,5.892216391861439,Djorde Despotovic,F S,0,59,FC Orenburg,1781,1.5416923193261027,5.892216391861439,1.6726762065663934,8.510517630726099,4
46,0,17,3,333,3,3,1.6280140951275826,Benedikt Höwedes,D S,0,8,Lokomotiv Moscow,1289,0.047469169832766056,1.6280140951275826,2.172893996350467,2.2295234678313136,1
47,2,15,3,1248,32,2,0.8801931263878942,Leandro Paredes,M,1,29,Zenit St. Petersburg,1309,2.59763265773654,1.6344684707000852,3.632303100079298,4.348813325166702,6
48,1,14,3,1698,7,2,3.312236612662673,Abel Hernández,F S,0,31,CSKA Moscow,613,0.5618500225245953,4.06651190854609,0.820516531355679,3.0016518216580153,0
49,2,20,3,1937,40,3,1.848963599652052,Fernando,F M S,0,52,Spartak Moscow,1614,2.45954411290586,1.848963599652052,4.761678261682391,6.1628547757864,4
50,0,16,3,2583,23,3,4.318309552967548,Miguel Cardoso,F M S,0,35,Dinamo Moscow,1233,1.9792091324925423,4.318309552967548,2.0041569913737476,7.791262101382017,3
51,6,30,3,2711,77,3,3.869061387144029,Aleksey Miranchuk,F M,0,48,Lokomotiv Moscow,2641,5.715844225138426,3.869061387144029,4.935107787139714,12.005974494852126,3
52,0,18,3,2814,17,3,1.9101705774664879,Denis Glushakov,M S,0,27,Spartak Moscow,1234,1.1082769259810448,1.9101705774664879,2.951730173546821,5.3956069317646325,2
53,2,23,3,2819,14,3,4.221457291394472,Lorenzo Melgarejo,D F M S,0,41,Spartak Moscow,1637,0.9498490914702415,4.221457291394472,4.163263484835625,8.132404568605125,3
54,0,11,3,2830,5,3,3.275000911206007,Pavel Pogrebnyak,F S,0,15,Ural,747,0.4951563626527786,3.275000911206007,0.4525977009907365,2.7365571493282914,2
55,2,13,3,2884,23,3,1.3555943444371223,Roman Eremenko,M S,0,33,"FC Rostov,Spartak Moscow",949,2.212241031229496,1.3555943444371223,2.5992981921881437,4.589467845857143,3
56,4,26,3,2922,50,3,2.492766274139285,Mauricio Pereyra,M S,0,37,FC Krasnodar,1755,4.325789003632963,2.492766274139285,8.852855740115047,13.418537454679608,6
57,1,10,3,2924,14,2,0.8772203866392374,Pavel Mamaev,F M S,0,17,FC Krasnodar,695,0.49757029488682747,1.6314956713467836,2.2300801426172256,3.1544163189828396,1
58,1,19,3,3062,13,3,0.9695000937208533,Oleg Shatov,F M S,0,17,Zenit St. Petersburg,1028,1.1549151437357068,0.9695000937208533,3.5738896187394857,5.467905469238758,1
59,1,24,3,3108,37,1,0.736489518545568,Vladislav Kulik,M,0,20,Anzhi Makhachkala,2086,1.3528230455704033,2.9993154564872384,2.767528345808387,3.5593039407394826,2
60,2,28,3,3151,48,3,3.043285984545946,Igor Gorbatenko,M S,0,52,Arsenal Tula,1996,3.173117778263986,3.043285984545946,3.1415036395192146,7.241972850635648,6
61,2,18,3,4577,11,2,2.253852903842926,Aleksandr Kutjin,F M S,0,20,FC Yenisey Krasnoyarsk,951,1.6552920434623957,3.008126735687256,0.961452616378665,4.398240076377988,2
62,2,22,3,5425,11,3,0.7672605626285076,Ade,D,0,5,FC Orenburg,1864,0.8943355642259121,0.7672605626285076,1.2021528435871005,1.826591589488089,6
63,7,28,3,5442,72,3,2.6791580095887184,Ivan Oblyakov,F M S,1,52,"CSKA Moscow,FC Ufa",2318,6.692315166816115,2.6791580095887184,6.278404677286744,11.199548792093992,3
